term	gene
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	SMARCC2
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	SMARCD3
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	ATM
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	ACTL6B
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	ACTL6A
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	ARID1B
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	SMAD2
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	BARD1
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	F13B
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	PTEN
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	MAP4K1
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	CPN1
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	CHEK2
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	ERG
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	CASP9
ANDROGEN RECEPTOR NETWORK IN PROSTATE CANCER%WIKIPATHWAYS_20250210%WP2263%HOMO SAPIENS	KLK3
STEROID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP496%HOMO SAPIENS	CPN1
STEROID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP496%HOMO SAPIENS	HSD17B1
STEROID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP496%HOMO SAPIENS	CYP17A1
STEROID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP496%HOMO SAPIENS	F13B
STEROID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP496%HOMO SAPIENS	HSD3B2
STEROID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP496%HOMO SAPIENS	hCG_2024989
STEROID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP496%HOMO SAPIENS	HSD3B1
STEROID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP496%HOMO SAPIENS	HSD17B2
STEROID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP496%HOMO SAPIENS	HSD17B3
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	MAP3K1
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	IFNA1
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	RELA
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	NFKB1
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	MAP2K3
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	IRAK3
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	IRAK2
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	MAP2K6
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	NFKBIA
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	MAP3K7IP1
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	MAPK8
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	MYD88
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	ECSIT
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	DKFZp686J04131
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	MAPK14
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	MAP3K7
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	IF1DA1
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	JUN
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	CHUK
SIGNAL TRANSDUCTION THROUGH IL1R%WIKIPATHWAYS_20250210%WP4496%HOMO SAPIENS	IRAK1
MIR 124 PREDICTED INTERACTIONS WITH CELL CYCLE AND DIFFERENTIATION %WIKIPATHWAYS_20250210%WP3595%HOMO SAPIENS	STK11
MIR 124 PREDICTED INTERACTIONS WITH CELL CYCLE AND DIFFERENTIATION %WIKIPATHWAYS_20250210%WP3595%HOMO SAPIENS	PRKAA1
MIR 124 PREDICTED INTERACTIONS WITH CELL CYCLE AND DIFFERENTIATION %WIKIPATHWAYS_20250210%WP3595%HOMO SAPIENS	CTDSP1
MIR 124 PREDICTED INTERACTIONS WITH CELL CYCLE AND DIFFERENTIATION %WIKIPATHWAYS_20250210%WP3595%HOMO SAPIENS	PTBP1
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	HEXA
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	DKFZp686E12166
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	HYAL4
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	HPSE
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	GUSB
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	SGSH
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	GALNS
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	HGSNAT
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	HPSE2
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	IDUA
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	HYAL2
GLYCOSAMINOGLYCAN DEGRADATION%WIKIPATHWAYS_20250210%WP4815%HOMO SAPIENS	HEXB
LEUKOTRIENE METABOLIC PATHWAY%WIKIPATHWAYS_20250210%WP5171%HOMO SAPIENS	ALOX5
LEUKOTRIENE METABOLIC PATHWAY%WIKIPATHWAYS_20250210%WP5171%HOMO SAPIENS	ABCC1
LEUKOTRIENE METABOLIC PATHWAY%WIKIPATHWAYS_20250210%WP5171%HOMO SAPIENS	ALOX5AP
LEUKOTRIENE METABOLIC PATHWAY%WIKIPATHWAYS_20250210%WP5171%HOMO SAPIENS	CYP4F3
LEUKOTRIENE METABOLIC PATHWAY%WIKIPATHWAYS_20250210%WP5171%HOMO SAPIENS	PTGR1
LEUKOTRIENE METABOLIC PATHWAY%WIKIPATHWAYS_20250210%WP5171%HOMO SAPIENS	DECR1
LEUKOTRIENE METABOLIC PATHWAY%WIKIPATHWAYS_20250210%WP5171%HOMO SAPIENS	DPEP2
LEUKOTRIENE METABOLIC PATHWAY%WIKIPATHWAYS_20250210%WP5171%HOMO SAPIENS	DECR2
LEUKOTRIENE METABOLIC PATHWAY%WIKIPATHWAYS_20250210%WP5171%HOMO SAPIENS	LTC4S
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	SMC1A
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	FANCD2
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	CASP2
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	GADD45A
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	MDM2
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	CHEK1
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	TLK1
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	RAD9A
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	MAPK9
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	CCNB1
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	CCNE1
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	CDK2
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	CDKN1A
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	MRE11A
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	RAD50
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	RAD51
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	ATM
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	RIPK1
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	IKBKG
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	MDM4
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	ATF2
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	CRADD
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	AP3B2
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	CREB1
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	NFKBIA
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	CDC25A
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	H2AX
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	NBN
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	CDC2
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	BRCA1
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	CHEK2
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	PIDD1
ATM SIGNALING%WIKIPATHWAYS_20250210%WP2516%HOMO SAPIENS	JUN
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	CASP8
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	ROCK1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	FOXO4
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	ARHA
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	CASP3
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	SRC
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MMP2
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	INS
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	EGFR
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	HIF1A
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	INSR
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	FOXO1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MAPK9
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MMP9
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MAPK8
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MAPK1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MAP2K1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	STAT3
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MAPK14
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	CHUK
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	RELA
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	RAF1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	ATF2
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	PRKCB
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	SHC1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	PRKCA
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	NCF1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	IRS1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	NFKBIA
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	CYCS
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MYD88
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MAPK3
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	JUN
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	STAT1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	EZR
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	NFKB1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	SP1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	CDC42
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	HEL-S-44
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	PRKCZ
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	ALPL
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	STAT5B
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	SMAD2
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	HEL70
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MMP7
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	DDOST
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MSR1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	IRAK4
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	MMP14
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	RAC1
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	CASP9
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	MAPK11
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	FST
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	WNT4
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	RBFOX2
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	CBX2
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	GATA4
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	DMRT1
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	SRY
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	AMH
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	SOX9
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	NR5A1
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	CTNNB1
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	EMX2
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	AMHR2
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	WT1
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	INSL3
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	PBX1
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	FOXL2
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	SOX8
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20250210%WP4842%HOMO SAPIENS	DHH
METABOLISM OF TETRAHYDROCANNABINOL THC %WIKIPATHWAYS_20250210%WP4174%HOMO SAPIENS	CYP3A4
METABOLISM OF TETRAHYDROCANNABINOL THC %WIKIPATHWAYS_20250210%WP4174%HOMO SAPIENS	CYP2C9
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	PTGS2
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	CRP
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	PIK3CD
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	NFRKB
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	COL4A1
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	BCL2
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	BAX
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	HMOX1
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	PTGS1
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	AKT3
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	LAMA3
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	DKFZp666O0110
OVERVIEW OF NANOPARTICLE EFFECTS%WIKIPATHWAYS_20250210%WP3287%HOMO SAPIENS	CCND3
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	TSC2
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	ARC
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	TSC1
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	HOMER1
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	RPS6KB1
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	DLG4
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	TRPC6
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	GRIN1
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	TRPC3
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	MTOR
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	MAPK1
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	HRAS
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	BDNF
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	MAP2K1
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	EIF4EBP1
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	DKFZp434N101
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	RHEB
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	GRB2
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	KRAS
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	SOS1
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	SHC1
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	EEF2K
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	CREB1
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	RPS6KA1
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	BRAF
BDNF TRKB SIGNALING%WIKIPATHWAYS_20250210%WP3676%HOMO SAPIENS	GAB2
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	LPL
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	NPC1L1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RPE65
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	SDR16C5
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RDH12
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	AWAT2
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	LRAT
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	BCO1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	ABCG8
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	ABCG5
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	MAPK1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RARA
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	ALDH1A2
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RARB
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	NR1B3
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	SULT2B1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RDH10
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	CYP2E1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	SCARB1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RETSAT
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	CRABP2
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RDH8
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	CRABP1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RLBP1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	DKFZp686G1675
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RBP1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	DHRS3
